time,force,other
1742545674.272817,-3398.500000,""
1742545674.833286,11.400000,""
1742545676.274423,2944.100000,""
1742545676.353988,-4.700000,""
1742545677.254261,3429.000000,""
1742545677.354713,-2604.600000,""
1742545677.414371,-3398.500000,""
1742545677.454017,1367.000000,""
1742545677.534977,-34.800000,""
1742545677.834774,22.000000,""
1742545677.914304,-8.000000,""
1742545678.194983,1083.900000,""
1742545678.254116,-3398.500000,""
1742545678.334436,638.200000,""
1742545678.594034,7.200000,""
1742545679.195022,3429.000000,""
1742545679.273584,-13.500000,""
1742545679.293964,-3398.500000,""
1742545679.374429,1208.400000,""
1742545679.914306,3429.000000,""
1742545680.494457,2765.100000,""
1742545681.094414,17.000000,""
1742545681.194843,-17.700000,""
1742545681.474494,-3398.500000,""
1742545681.493808,374.500000,""
1742545681.574287,-362.000000,""
1742545681.594636,-3398.500000,""
1742545681.673752,-3398.500000,""
1742545681.954496,3429.000000,""
1742545681.993655,11.100000,""
1742545682.053944,-33.200000,""
1742545682.373930,15.500000,""
1742545682.394425,15.200000,""
1742545682.473979,-51.700000,""
1742545682.814324,17.900000,""
1742545682.893480,-21.900000,""
1742545682.914275,-38.800000,""
1742545683.014763,-41.000000,""
1742545683.054098,-42.500000,""
1742545683.134427,-20.200000,""
1742545683.153909,-26.400000,""
1742545683.254478,-38.000000,""
1742545683.274967,-47.900000,""
1742545683.374356,-21.300000,""
1742545683.674473,3429.000000,""
1742545683.713673,11.600000,""
1742545683.793964,-22.800000,""
1742545683.814712,-35.800000,""
1742545683.914186,-75.100000,""
1742545683.953770,-32.500000,""
1742545684.033845,-10.100000,""
1742545684.053733,-27.500000,""
1742545684.134644,-45.900000,""
1742545684.674865,6.400000,""
1742545684.694029,11.500000,""
1742545684.774328,-60.600000,""
1742545685.094654,3429.000000,""
1742545685.174322,-43.800000,""
1742545685.194673,-49.700000,""
1742545685.274303,-51.000000,""
1742545685.314862,-46.000000,""
1742545685.414724,-23.300000,""
1742545685.434714,-43.200000,""
1742545685.514690,-47.300000,""
1742545685.534083,-45.000000,""
1742545685.615193,-36.600000,""
1742545686.754971,-3398.500000,""
1742545686.854117,3429.000000,""
1742545687.534409,-3398.500000,""
1742545687.634608,2298.700000,""
1742545687.934411,10.700000,""
1742545687.954015,14.400000,""
1742545688.014318,-36.000000,""
1742545688.334994,-3398.500000,""
1742545688.435227,-590.300000,""
1742545688.454045,587.200000,""
1742545688.534408,-9.000000,""
1742545688.874767,3429.000000,""
1742545689.214417,14.500000,""
1742545689.554489,4.700000,""
1742545689.614516,-11.900000,""
1742545689.654197,-41.500000,""
1742545689.753987,-82.000000,""
1742545689.774794,-63.300000,""
1742545689.853896,-34.600000,""
1742545689.894052,-30.900000,""
1742545689.974280,-38.300000,""
1742545689.994153,-41.800000,""
1742545690.074265,-49.200000,""
1742545690.174466,-64.300000,""
1742545690.254040,-8.300000,""
1742545690.355049,-0.200000,""
1742545690.434837,-0.000000,""
1742545690.534562,0.100000,""
1742545690.614817,0.300000,""
1742545690.714482,0.300000,""
1742545690.794759,0.100000,""
1742545690.894540,0.100000,""
1742545690.994891,0.100000,""
1742545691.074368,0.400000,""
1742545691.174566,0.500000,""
1742545698.395236,40.300000,""
1742545698.694531,41.800000,""
