time,force,other
1741897520.536212,0.500000,""
1741897520.621612,0.500000,""
1741897520.697531,0.500000,""
1741897520.797494,0.500000,""
1741897520.878143,0.500000,""
1741897520.957270,0.500000,""
1741897521.057222,0.500000,""
1741897521.136206,0.500000,""
1741897521.237724,0.500000,""
1741897521.317856,0.500000,""
1741897521.397861,0.500000,""
1741897521.496535,0.500000,""
1741897521.577617,0.500000,""
1741897521.657426,0.500000,""
1741897521.757436,0.500000,""
1741897521.837564,0.500000,""
1741897521.936163,0.500000,""
1741897522.017554,0.500000,""
1741897522.098192,0.500000,""
1741897522.197885,0.500000,""
1741897522.277498,0.500000,""
1741897522.377000,0.500000,""
1741897522.456832,0.500000,""
1741897522.538041,0.500000,""
1741897522.636431,0.500000,""
1741897522.717553,0.500000,""
1741897522.797009,0.500000,""
1741897522.897705,0.500000,""
1741897522.976987,0.500000,""
1741897523.077101,0.500000,""
1741897523.157225,0.500000,""
1741897523.237146,0.500000,""
1741897523.337549,0.500000,""
1741897523.417159,0.500000,""
1741897523.496949,0.500000,""
1741897523.596403,0.500000,""
1741897523.677235,0.500000,""
1741897523.777789,0.500000,""
1741897523.857202,0.500000,""
1741897523.937147,0.500000,""
1741897524.037521,0.500000,""
1741897524.117501,0.500000,""
1741897524.197841,0.500000,""
1741897524.297973,0.500000,""
1741897524.377278,0.500000,""
1741897524.477371,0.500000,""
1741897524.557073,0.500000,""
1741897524.637652,0.500000,""
1741897524.736964,0.500000,""
1741897524.817531,0.500000,""
1741897524.896872,0.500000,""
1741897524.997177,0.500000,""
1741897525.077586,0.500000,""
1741897525.177444,0.500000,""
1741897525.257381,0.500000,""
1741897525.337813,0.500000,""
1741897525.437666,0.500000,""
1741897525.517191,0.500000,""
1741897525.597657,0.500000,""
1741897525.697304,0.500000,""
1741897525.777414,0.500000,""
1741897525.877020,0.500000,""
1741897525.957845,0.400000,""
1741897526.036918,0.500000,""
1741897526.136848,0.500000,""
1741897526.216830,0.500000,""
1741897526.297560,0.500000,""
1741897526.396990,0.500000,""
1741897526.477268,0.500000,""
1741897526.577581,0.500000,""
1741897526.657066,0.500000,""
1741897526.737176,0.500000,""
1741897526.837960,0.500000,""
1741897526.917813,0.500000,""
1741897526.997300,0.400000,""
1741897527.097007,0.500000,""
1741897527.176582,0.500000,""
1741897527.277435,0.500000,""
1741897527.357443,0.500000,""
1741897527.437939,0.500000,""
1741897527.537226,0.500000,""
1741897527.617382,0.500000,""
1741897527.697269,0.500000,""
1741897527.796925,0.500000,""
1741897527.877675,0.500000,""
1741897527.977474,0.500000,""
1741897528.057767,0.500000,""
1741897528.137257,0.500000,""
1741897528.237533,0.500000,""
1741897528.317705,0.500000,""
1741897528.417139,0.500000,""
1741897528.497592,0.500000,""
1741897528.577266,0.500000,""
1741897528.677476,0.500000,""
1741897528.757200,0.500000,""
1741897528.838096,0.500000,""
1741897528.936550,0.400000,""
1741897529.017099,0.500000,""
1741897529.117254,0.500000,""
1741897529.197171,0.500000,""
